source_id,ra,dec,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_g_mean_flux,phot_bp_mean_mag,phot_bp_mean_flux,phot_rp_mean_mag,phot_rp_mean_flux,bp_rp,phot_variable_flag,classprob_dsc_combmod_galaxy,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,errx2,erry2,errxy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,flux2,flux2_err,ra_p,dec_p,ang_dist,dec_res,ra_res,new_mag,filename
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.64799499511719,768,737,552,582,423,457,566.7286037543926,441.5726618021872,10.354368116652665,12.671086672211743,-0.1415037690297254,2.8090373721301624e-06,3.661980033275073e-06,-1.537091611162275e-07,3.560856342315674,3.216482162475586,-1.5100181102752686,0.09659233689308167,0.07893187552690506,0.0021573808044195175,1076480.75,1076843.375,26171.53515625,29079.76953125,567,442,567,442,0,1073379.0033662422,0.0,286.5927282231727,8.229648683591178,5.430273347428738e-06,0.17715086158318627,0.013188007710837155,9.0707174751422,7-06-26_R_Aql--001_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.679656982421875,748,723,553,584,422,456,568.4759652378561,441.26206245464186,11.183328229003763,11.717226228773825,0.10090721751140563,2.842764617905111e-06,3.2714171958287162e-06,-7.844731114003565e-08,3.4257352352142334,3.34139084815979,1.3900964260101318,0.08942576497793198,0.08535106480121613,-0.0015402459539473057,1075932.875,1076274.375,25442.708984375,28792.25,569,442,568,442,0,1075856.8959315482,0.0,286.5927471151104,8.229617077836766,1.2546681489311595e-05,0.2909315774658694,-0.04879719560552075,9.049808749729698,7-06-26_R_Aql--002_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.68370819091797,755,726,554,584,422,457,568.98772710614,441.5683270952751,10.473377368929931,11.638035970164538,-0.03407661171451082,2.843724381016214e-06,3.391624098780721e-06,-1.3045833107277723e-07,3.41160249710083,3.2361059188842773,-1.541570782661438,0.09548109024763107,0.08592596650123596,0.0005591445369645953,1078203.0,1078603.75,28524.634765625,32596.09375,569,442,569,442,0,1075834.1048838808,0.0,286.5927139996266,8.229613547761138,2.065648334337311e-05,0.30363984972439084,0.05985603136900863,8.817913885786965,7-06-26_R_Aql--003_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.714542388916016,770,740,553,584,422,458,568.4829967102185,441.2471249223235,11.38093242840489,12.101602043616992,-0.19165307523212505,2.9301624262684686e-06,3.5551807666209033e-06,-2.0397279456369753e-07,3.4855988025665283,3.3664722442626953,-1.326385736465454,0.08788970112800598,0.08265572786331177,0.0027838184032589197,1080002.125,1080423.0,25515.751953125,28707.619140625,568,442,568,442,0,1078928.8186979685,0.0,286.5927215244346,8.229635689312078,1.2499234287588479e-05,0.22393026634262014,0.0351668353817513,9.007895402902268,7-06-26_R_Aql--004_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.885650634765625,792,767,552,583,423,458,567.0502865023411,441.2172447358269,11.595311032019055,12.866667114766699,0.08114829148752278,3.1456967586476195e-06,3.7777418409651072e-06,-1.5753041796946241e-07,3.5877325534820557,3.4044313430786133,1.5073115825653076,0.0862455666065216,0.07772363722324371,-0.0010878776665776968,1075588.125,1075971.5,25603.1875,29127.865234375,567,442,567,442,0,1073740.3117347716,0.0,286.59270889188474,8.229631682513038,2.5241588673452497e-05,0.23835474288702585,0.07661473670866599,8.942862784146609,7-06-26_R_Aql--005_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.80789566040039,761,731,555,586,421,456,570.5904253797066,440.6540066546753,10.83347078844946,12.581020407308017,0.25127123556166,2.8919444347260515e-06,3.4201135983135907e-06,-3.2988128749701204e-08,3.551961660385132,3.2860400676727295,1.4307892322540283,0.09234929829835892,0.07952164858579636,-0.003688846016302705,1079055.0,1079417.375,25549.650390625,29016.58984375,571,441,571,441,0,1078449.7726007074,0.0,286.5927264500806,8.229597306686191,8.677335017637233e-06,0.36210771953406606,0.019005593796514404,8.96473707687547,7-06-26_R_Aql--006_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.85832977294922,808,783,555,586,423,457,570.3779854875165,440.9938165349162,12.364005840088282,13.933938793513505,0.03291592791987341,3.283303680776241e-06,3.841827935032855e-06,-4.079267851595571e-08,3.7329115867614746,3.516150712966919,1.549842119216919,0.08088044822216034,0.0717676654458046,-0.000382125232135877,1076374.625,1076753.0,22642.9375,25522.88671875,570,442,570,442,0,1073843.545522308,0.0,286.5927407410744,8.229626107091958,6.434443491798447e-06,0.25842625877317005,-0.02788372855900434,9.009217530047888,7-06-26_R_Aql--007_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.83205795288086,763,733,553,583,424,457,567.7164943002387,441.3490421157811,11.9213987629646,12.787502300481151,-0.0898692259514462,2.917796304199618e-06,3.429962949887492e-06,-7.35844426278502e-08,3.577251672744751,3.451401472091675,-1.4684858322143555,0.08388721942901611,0.07820549607276917,0.0011791011784225702,1077098.875,1077443.0,22689.494140625,25069.32421875,567,442,567,442,0,1074608.0978170778,0.0,286.5927041134469,8.229654343676858,2.9367599893248553e-05,0.15677455313465316,0.09229298230914537,8.836217691727022,7-06-26_R_Aql--008_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.89854431152344,821,792,554,585,423,457,569.4074574779057,441.08883172425703,13.986669238803131,14.036695911150957,0.010529391096952168,3.467362483010705e-06,3.9046105743919606e-06,-4.81396707437651e-08,3.7468416690826416,3.739591360092163,1.3715782165527344,0.07149668782949448,0.07124187797307968,-0.0001072640807251446,1076517.125,1076913.25,19344.8125,21366.486328125,569,442,569,442,0,1073436.6158845518,0.0,286.5926995433133,8.229627234863466,3.471397172916113e-05,0.25436628134372086,0.10728777354206158,8.780879868610846,7-06-26_R_Aql--009_60s_B__c.new
4307450193249412352,286.5927322426323,8.22969789216384,4.277924749060003,0.15993241965770721,68.9006118774414,4.310761746670494,0.14725232124328613,-68.76562505735082,0.16117195785045624,5.5838704109191895,110001505.05367757,9.59167766571045,1989509.041471818,3.897878408432007,218779628.57452652,5.693799018859863,VARIABLE,5.098072029634249e-13,39.97760772705078,803,781,556,587,423,457,570.8543756309824,441.2297753920393,12.083934111984576,14.291239954517323,0.8135204058630165,3.254338845575365e-06,3.860283070672989e-06,2.1556463113045421e-07,3.815582275390625,3.437514305114746,1.2531942129135132,0.08307286351919174,0.07024212181568146,-0.00945774745196104,1074041.875,1074430.25,22682.37109375,25632.365234375,571,442,571,442,0,1071656.256103211,0.0,286.5927074788422,8.229598210219558,2.7614822158739116e-05,0.35885499941201715,0.08125098575704215,8.948652651086629,7-06-26_R_Aql--010_60s_B__c.new
